Type,Tracking Number,Case Type,Intake Date,Closed Date,Finding,Result,Respondent Agency,Received By,Staff Assigned To,Mediation Requested,Region,No basis identified,SNAPPER Issue,Status,Mediation Start Date,Mediation End Date,LEP,Complainant City,Respondent First Name,Respondent Race,Respondent Sex,Respondent City,External Agency,Client Type,Date Response Submitted,Date Sent to FNS,Exteranl Agency Due Date,Created Date,DUE Date,Date Assigned,FNS Concurrence Date,How Received
Comment,Q04182019.0200008,22 - Internal Complaint,4/1/2019,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Houston,Candycane,2-BLACK,F,,#N/A,,,6/28/2019,,4/18/2019,8/6/2019,4/17/2019,,Email
Comment,Q06272019.0200037,12 - Employment Charge,6/25/2019,,,,DONS,"Haag, Brayan","Rangel, Jamir",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Conroe,Autumn,6-UNKNOWN,U,,#N/A,Employee,8/19/2019,,8/6/2019,6/27/2019,8/26/2019,6/27/2019,,PPON Portal
Comment,Q05282019.0200005,22 - Internal Complaint,5/7/2019,,,,ZIMZ,"Bashirian, Houston","Gomez, Carlie",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Garland,Autumn,6-UNKNOWN,F,,#N/A,,,8/4/2019,,5/28/2019,8/14/2019,5/16/2019,,Phone
Comment,Q04232019.0200004,22 - Internal Complaint,4/16/2019,,,,ZIMZ,"Bashirian, Houston","Mcclure, Genevieve",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fort Hood,Cheeto,6-UNKNOWN,F,Killeen,#N/A,,,7/14/2019,,4/23/2019,7/24/2019,4/18/2019,,Phone
Comment,Q05142019.0200001,22 - Internal Complaint,5/6/2019,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 10,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,El Paso,Autumn,6-UNKNOWN,F,,#N/A,,,8/4/2019,,5/14/2019,8/20/2019,5/11/2019,,Email
Comment,Q08082019.0200003,12 - Employment Charge,8/7/2019,,,,ZIMZ,"Haag, Brayan","Sanchez, Alessandro",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Denton,Autumn,6-UNKNOWN,U,,ASEND,Employee,9/3/2019,,9/3/2019,8/8/2019,8/4/2020,8/8/2019,,Mail
Comment,Q05282019.0200001,22 - Internal Complaint,5/10/2019,,,,ZIMZ,"Bashirian, Houston","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,T-Dawg,2-BLACK,F,Houston,#N/A,,,8/8/2019,,5/28/2019,8/15/2019,5/20/2019,,Phone
Comment,Q09272019.0200025,12 - Employment Charge,9/27/2019,,,,ZIMZ,"Haag, Brayan","Dalton, Troy",N,REGION 02,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Wichita Falls,Twinkly,1-WHITE,F,Wichita Falls,ASEND,Employee,10/28/2019,,10/24/2019,9/27/2019,11/6/2019,9/27/2019,,Mail
Comment,Q05022019.0200011,12 - Employment Charge,5/2/2019,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Hulk,1-WHITE,F,Austin,#N/A,Employee,7/16/2019,,7/16/2019,5/2/2019,7/24/2019,5/9/2019,,PPON Portal
Comment,Q10222019.0200002,12 - Employment Charge,10/22/2019,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Bubble Butt,1-WHITE,F,Austin,#N/A,Employee,12/11/2019,,12/11/2019,10/22/2019,5/1/2020,4/23/2020,,PPON Portal
Comment,Q01242020.0200007,12 - Employment Charge,1/24/2020,,,,DSHS,"Haag, Brayan","Hendrix, Braydon",N,REGION 08,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,San Antonio,Cheddar,2-BLACK,M,San Antonio,#N/A,Employee,2/19/2020,,2/23/2020,1/24/2020,2/26/2020,1/24/2020,,PPON Portal
Comment,Q02042020.0200018,12 - Employment Charge,1/30/2020,,,,ZIMZ,"Haag, Brayan","Gilmore, Braelyn",N,REGION 07,N,,Unperfected,,,N,Mexia,Autumn,6-UNKNOWN,U,Mexia,#N/A,Employee,,,1/1/1900,2/4/2020,2/11/2020,1/30/2020,,Email
Comment,Q04012020.0200026,12 - Employment Charge,4/1/2020,,,,DONS,"Haag, Brayan","Collier, Kenny",N,REGION 09,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,San Angelo,Numbers,3-HISPANIC,F,San Angelo,#N/A,Employee,5/28/2020,,5/28/2020,4/1/2020,6/4/2020,4/1/2020,,PPON Portal
Comment,Q03092020.0200007,12 - Employment Charge,3/9/2020,,,,ZIMZ,"Haag, Brayan","Maxwell, Ignacio",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Autumn,6-UNKNOWN,U,Austin,#N/A,Employee,4/2/2020,,3/30/2020,3/9/2020,4/10/2020,3/9/2020,,PPON Portal
Comment,Q03132020.0200010,12 - Employment Charge,3/12/2020,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Rapunzel,1-WHITE,F,Austin,ASEND,Employee,4/15/2020,,4/14/2020,3/13/2020,5/4/2020,3/13/2020,,Email
Comment,Q10212019.0200012,12 - Employment Charge,10/18/2019,,,,ZIMZ,"Haag, Brayan","Maxwell, Ignacio",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Gizmo,1-WHITE,F,Austin,#N/A,Employee,12/2/2019,,12/2/2019,10/21/2019,5/20/2020,10/28/2019,,PPON Portal
Comment,Q12132019.0200001,12 - Employment Charge,12/13/2019,,,,DSHS,"Haag, Brayan","Hendrix, Braydon",N,REGION 08,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,San Antonio,Cheddar,2-BLACK,M,San Antonio,#N/A,Employee,2/19/2020,,2/23/2020,12/13/2019,2/26/2020,12/13/2019,,PPON Portal
Comment,Q01092020.0200009,22 - Internal Complaint,12/18/2019,,,,ZIMZ,"Bashirian, Houston","Mayo, Trace",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Fun Size,3-HISPANIC,F,Laredo,#N/A,,,4/27/2020,,1/9/2020,5/5/2020,12/20/2019,,Email
Comment,Q04092020.0200006,12 - Employment Charge,4/9/2020,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Mad Max,4-ASIAN/PACIFIC ISLANDER,F,Austin,#N/A,Employee,6/4/2020,,6/5/2020,4/9/2020,12/7/2020,4/14/2020,,PPON Portal
Comment,Q05152020.0200002,12 - Employment Charge,5/14/2020,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 07,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Brenham,Autumn,6-UNKNOWN,U,Brenham,ASEND,Employee,7/9/2020,,7/9/2020,5/15/2020,12/24/2020,12/17/2020,,Email
Comment,Q05272020.0200013,12 - Employment Charge,5/22/2020,,,,ZIMZ,"Haag, Brayan","Gibson, Braylen",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Beauty,2-BLACK,M,Austin,ASEND,Employee,7/15/2020,,7/17/2020,5/27/2020,8/20/2020,5/26/2020,,Email
Comment,Q05152020.0200001,12 - Employment Charge,5/14/2020,,,,ZIMZ,"Haag, Brayan","Jimenez, Rosa",N,REGION 04,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Rusk,Autumn,6-UNKNOWN,U,,ASEND,Employee,6/18/2020,,6/18/2020,5/15/2020,6/25/2020,5/14/2020,,Email
Comment,Q10212019.0200007,12 - Employment Charge,10/18/2019,,,,ZIMZ,"Haag, Brayan","Ford, Mayra",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Mr. Clean,1-WHITE,F,Austin,#N/A,Employee,12/9/2019,,12/9/2019,10/21/2019,3/6/2020,2/28/2020,,PPON Portal
Comment,Q10302019.0200007,12 - Employment Charge,10/30/2019,,,,DONS,"Haag, Brayan","Spence, Imani",N,REGION 08,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,San Antonio,Twig,3-HISPANIC,M,San Antonio,#N/A,Employee,12/10/2019,,11/29/2019,10/30/2019,12/18/2019,10/30/2019,,PPON Portal
Comment,Q12052019.0200002,23 - General Charge,11/21/2019,,,,DONS,"Bashirian, Houston","Castaneda, Ronin",N,REGION 00,N,N,Open,,,N,Mexia,Anvil,6-UNKNOWN,U,,ASDER,,,,12/20/2019,12/5/2019,12/12/2019,11/21/2019,,Email
Comment,Q08142020.0200007,12 - Employment Charge,8/14/2020,,,,ZIMZ,"Haag, Brayan","Mcneil, Gerald",N,REGION 11,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Brownsville,Cutie,1-WHITE,F,Brownsville,#N/A,Employee,9/18/2020,,9/30/2020,8/14/2020,9/25/2020,8/14/2020,,PPON Portal
Comment,Q09102020.0200008,12 - Employment Charge,9/8/2020,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 07,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Bootsie,1-WHITE,F,Austin,#N/A,Employee,10/20/2020,,10/20/2020,9/10/2020,12/24/2020,12/17/2020,,PPON Portal
Comment,Q09112020.0200008,12 - Employment Charge,9/10/2020,,,,DONS,"Haag, Brayan","Spence, Imani",N,REGION 08,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,San Antonio,Autumn,6-UNKNOWN,U,San Antonio,#N/A,Employee,10/19/2020,,10/20/2020,9/11/2020,10/28/2020,9/11/2020,,PPON Portal
Comment,Q07152020.0200003,12 - Employment Charge,7/13/2020,,,,ZIMZ,"Haag, Brayan","Gilmore, Braelyn",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Donuts,1-WHITE,F,Austin,ASEND,Employee,10/30/2020,,10/30/2020,7/15/2020,11/9/2020,7/22/2020,,Email
Comment,Q10082020.0200001,12 - Employment Charge,10/7/2020,,,,ZIMZ,"Reynolds, Maia","Mcneil, Gerald",N,REGION 10,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,El Paso,Buster,1-WHITE,M,Mexia,#N/A,Employee,10/27/2020,,10/22/2020,10/8/2020,11/3/2020,10/8/2020,,Email
Comment,Q12152020.0200001,12 - Employment Charge,12/15/2020,,,,ZIMZ,"Reynolds, Maia","Sanchez, Alessandro",N,REGION 01,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Lubbock,Janitor,1-WHITE,M,Lubbock,#N/A,Employee,1/15/2021,,1/15/2021,12/15/2020,1/22/2021,12/15/2020,,PPON Portal
Comment,Q08132020.0200010,12 - Employment Charge,8/13/2020,,,,ZIMZ,"Haag, Brayan","Gibson, Braylen",N,REGION 07,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Pookie,1-WHITE,F,Austin,#N/A,Employee,9/24/2020,,9/23/2020,8/13/2020,10/2/2020,8/14/2020,,PPON Portal
Comment,Q11182020.0200012,22 - Internal Complaint,10/30/2020,,,,ZIMZ,"Bashirian, Houston","Mayo, Trace",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Kileen,Bud,1-WHITE,F,HS707,#N/A,,,3/14/2021,,11/18/2020,4/22/2021,11/15/2020,,Email
Comment,Q09112020.0200007,12 - Employment Charge,9/10/2020,,,,DONS,"Haag, Brayan","Dalton, Troy",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Arlington,Headlights,3-HISPANIC,F,Arlington,#N/A,Employee,10/13/2020,,10/10/2020,9/11/2020,10/23/2020,9/11/2020,,PPON Portal
Comment,Q11032020.0200004,22 - Internal Complaint,10/27/2020,,,,ZIMZ,"Bashirian, Houston","Mayo, Trace",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Bello,3-HISPANIC,F,El Paso,#N/A,,,2/21/2021,,11/3/2020,3/1/2021,11/1/2020,,Email
Comment,Q12212020.0200002,12 - Employment Charge,12/21/2020,,,,DONS,"Reynolds, Maia","Spence, Imani",N,REGION 11,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Corpus Christi,Bessie,3-HISPANIC,F,Corpus Christi,#N/A,Employee,1/26/2021,,1/26/2021,12/21/2020,2/8/2021,12/21/2020,,PPON Portal
Comment,Q03042021.0200006,22 - Internal Complaint,2/5/2021,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 06,N,Y,Open,,,N,Huffman,Autumn,6-UNKNOWN,U,,#N/A,,,,,3/4/2021,3/11/2021,2/11/2021,,Phone
Comment,Q03052021.0200003,22 - Internal Complaint,1/25/2021,,,,DONS,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 07,N,N,Open,,,N,Copperas Cove,Anvil,6-UNKNOWN,U,,#N/A,,,,,3/5/2021,3/12/2021,2/1/2021,,Phone
Comment,Q11022020.0200006,22 - Internal Complaint,10/19/2020,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Knucklebutt,1-WHITE,F,Houston,#N/A,,,1/31/2021,,11/2/2020,2/8/2021,11/1/2020,,Other
Comment,Q11022020.0200009,22 - Internal Complaint,10/13/2020,,,,ZIMZ,"Bashirian, Houston","Patel, Bruno",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Autumn,6-UNKNOWN,F,,#N/A,,,2/7/2021,,11/2/2020,2/15/2021,11/1/2020,,Email
Comment,Q04052021.0200005,51 - Administrative Complaint,3/30/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Conrad, Aliya",N,REGION 02,N,,Open,,,N,Vernon,Candycane,1-WHITE,F,Vernon,#N/A,,,,,4/5/2021,4/27/2021,4/1/2021,,Email
Comment,Q04072021.0200001,12 - Employment Charge,4/6/2021,,,,DONS,"Reynolds, Maia","Rivas, Gilberto",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,Chance,2-BLACK,M,Houston,#N/A,Employee,4/23/2021,,4/23/2021,4/7/2021,5/3/2021,4/6/2021,,PPON Portal
Comment,Q04072021.0200002,11 - Employment Discrimination Complaint,4/5/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,First Mate,1-WHITE,F,Beaumont,#N/A,,,,,4/7/2021,4/14/2021,4/5/2021,,Email
Comment,Q08072020.0200017,12 - Employment Charge,8/6/2020,,,,DONS,"Haag, Brayan","Collier, Kenny",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Kirby,1-WHITE,F,Austin,ASEND,Employee,9/17/2020,,9/17/2020,8/7/2020,12/24/2020,12/17/2020,,Email
Comment,Q12222020.0200002,12 - Employment Charge,12/22/2020,,,,ZIMZ,"Reynolds, Maia","Hendrix, Braydon",N,REGION 10,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,El Paso,Marshmallow,3-HISPANIC,M,El Paso,ASEND,Employee,2/2/2021,,2/2/2021,12/22/2020,2/12/2021,12/22/2020,,Email
Comment,Q03102021.0200003,11 - Employment Discrimination Complaint,3/9/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Hendrix, Braydon",N,REGION 08,N,,Open,,,N,San Antonio,Bebe,3-HISPANIC,F,San Antonio,#N/A,,,,,3/10/2021,3/17/2021,3/9/2021,,Email
Comment,Q03162021.0200001,11 - Employment Discrimination Complaint,3/15/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Perkins, Eduardo",N,REGION 05,N,,Open,,,N,Pollok,Prego,2-BLACK,F,Austin,#N/A,,,,,3/16/2021,4/19/2021,3/15/2021,,Email
Comment,Q04072021.0200003,11 - Employment Discrimination Complaint,4/6/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Wang, Carter",N,REGION 00,N,,Open,,,N,Austin,Coach,1-WHITE,F,Austin,#N/A,,,,,4/7/2021,4/14/2021,4/6/2021,,Email
Comment,Q04092021.0200001,11 - Employment Discrimination Complaint,4/8/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Ibarra, Sage",N,REGION 03,N,,Open,,,N,Dallas,Mistress,2-BLACK,F,Dallas,#N/A,,,,,4/9/2021,4/16/2021,4/8/2021,,Email
Comment,Q10262020.0200007,22 - Internal Complaint,9/24/2020,,,,DONS,"Bashirian, Houston","Mayo, Trace",N,REGION 07,N,N,Open,,,N,Blanco,Beef,1-WHITE,M,Burnet,#N/A,,,,,10/26/2020,11/2/2020,10/18/2020,,Phone
Comment,Q01072021.0200010,12 - Employment Charge,1/7/2021,,,,ZIMZ,"Reynolds, Maia","Dalton, Troy",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Arlington,Autumn,6-UNKNOWN,U,,#N/A,Employee,4/9/2021,,4/9/2021,1/7/2021,4/16/2021,1/7/2021,,PPON Portal
Comment,Q04082021.0200001,11 - Employment Discrimination Complaint,4/7/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Spence, Imani",N,REGION 08,N,,Open,,,N,San Antonio,Maestro,2-BLACK,M,San Antonio,#N/A,,,,,4/8/2021,4/20/2021,4/7/2021,,Email
Comment,Q04092021.0200007,12 - Employment Charge,4/9/2021,,,,ZIMZ,"Reynolds, Maia","Jimenez, Rosa",N,REGION 04,N,,Open,,,N,Mount Pleasant,Turkey,1-WHITE,F,Mount Pleasant,#N/A,Employee,,,5/10/2021,4/9/2021,4/27/2021,4/9/2021,,PPON Portal
Comment,Q04122021.0200001,11 - Employment Discrimination Complaint,4/8/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Dalton, Troy",N,REGION 03,N,,Open,,,N,Denton,Snickerdoodle,2-BLACK,M,Denton,#N/A,,,,,4/12/2021,4/19/2021,4/9/2021,,Email
Comment,Q03252021.0200008,12 - Employment Charge,3/25/2021,,,,DONS,"Reynolds, Maia","Nunez, Nikolai",N,REGION 03,N,,Open,,,N,Arlington,Headlights,3-HISPANIC,F,Arlington,#N/A,Employee,,,5/12/2021,3/25/2021,4/30/2021,3/25/2021,,PPON Portal
Comment,Q03252021.0200015,22 - Internal Complaint,2/25/2021,,,,DONS,"Bashirian, Houston","Mayo, Trace",N,REGION 08,N,N,Open,,,N,San Antonio,Beanpole,1-WHITE,F,San Antonio,#N/A,,,,,3/25/2021,4/1/2021,3/21/2021,,Email
Comment,Q02102021.0200007,22 - Internal Complaint,2/4/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 03,N,N,Open,,,N,DeSoto,Autumn,6-UNKNOWN,U,,#N/A,,,,,2/10/2021,2/17/2021,2/5/2021,,Phone
Comment,Q02112021.0200003,11 - Employment Discrimination Complaint,2/10/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Gibson, Braylen",N,REGION 00,N,,Open,,,N,Austin,Redbull,2-BLACK,F,Austin,#N/A,,,,,2/11/2021,2/18/2021,2/10/2021,,Email
Comment,Q03262021.0200029,22 - Internal Complaint,3/10/2021,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 06,N,Y,Open,,,N,Humble,Snoopy,2-BLACK,F,,#N/A,,,,,3/26/2021,4/2/2021,3/21/2021,,Email
Comment,Q03312021.0200008,22 - Internal Complaint,3/11/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 07,N,Y,Open,,,N,Calvert,Autumn,6-UNKNOWN,U,,#N/A,,,,,3/31/2021,4/7/2021,3/21/2021,,Phone
Comment,Q11062020.0200020,12 - Employment Charge,11/6/2020,,,,ZIMZ,"Reynolds, Maia","Jimenez, Rosa",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Richmond,Ladybug,2-BLACK,F,Richmond,#N/A,Employee,12/21/2020,,12/21/2020,11/6/2020,12/28/2020,11/6/2020,,PPON Portal
Comment,Q02022021.0200001,11 - Employment Discrimination Complaint,2/1/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Welch, Braydon",N,REGION 00,N,,Open,,,N,Austin,Weirdo,3-HISPANIC,M,Austin,#N/A,,,,,2/2/2021,3/8/2021,2/1/2021,,Email
Comment,Q02102021.0200008,22 - Internal Complaint,1/28/2021,,,,DONS,"Bashirian, Houston","Patel, Bruno",N,REGION 06,N,N,Open,,,N,Pasadena,Gummi Bear,2-BLACK,F,Houston,#N/A,,,,,2/10/2021,2/17/2021,2/5/2021,,Email
Comment,Q07092020.0200008,31 - Internal Contracts Complaint (Contract),6/19/2020,,,,OTHER,"Schaden, Brannon","Valencia, Jaylynn",N,REGION 03,N,N,Open,,,N,Mansfield,Autumn,6-UNKNOWN,U,,#N/A,,,,,7/9/2020,9/25/2020,6/28/2020,,Phone
Comment,Q11092020.0200006,12 - Employment Charge,11/9/2020,,,,DONS,"Reynolds, Maia","Gilmore, Braelyn",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,Romeo,2-BLACK,M,Austin,#N/A,Employee,1/20/2021,,1/20/2021,11/9/2020,1/28/2021,11/12/2020,,PPON Portal
Comment,Q11132020.0200005,22 - Internal Complaint,10/22/2020,,,,ZIMZ,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 00,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Mesquite,Heisenberg,2-BLACK,F,,#N/A,,,2/7/2021,,11/13/2020,2/15/2021,11/1/2020,,Email
Comment,Q01192021.0200004,12 - Employment Charge,1/15/2021,,,,ZIMZ,"Reynolds, Maia","Jimenez, Rosa",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,Daria,2-BLACK,F,Houston,ASEND,Employee,2/11/2021,,2/12/2021,1/19/2021,3/1/2021,1/19/2021,,Email
Comment,Q07102020.0200009,12 - Employment Charge,7/10/2020,,,,ZIMZ,"Haag, Brayan","Spence, Imani",N,REGION 11,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Corpus Christi,Ladybug,3-HISPANIC,F,Edinburg,#N/A,Employee,8/13/2020,,8/19/2020,7/10/2020,8/20/2020,7/10/2020,,PPON Portal
Comment,Q07202020.0200006,12 - Employment Charge,7/20/2020,,,,ZIMZ,"Haag, Brayan","Hendrix, Braydon",N,REGION 11,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Corpus Christie,Autumn,6-UNKNOWN,U,,#N/A,Employee,8/19/2020,,8/20/2020,7/20/2020,9/16/2020,7/21/2020,,PPON Portal
Comment,Q03012021.0200002,11 - Employment Discrimination Complaint,2/26/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Osborne, Kaiya",N,REGION 10,N,,Open,,,N,El Paso,Hulk,3-HISPANIC,F,El Paso,#N/A,,,,,3/1/2021,3/8/2021,2/26/2021,,Email
Comment,Q03122021.0200002,22 - Internal Complaint,2/22/2021,,,,ZIMZ,"Bashirian, Houston","Mayo, Trace",N,REGION 02,N,Y,Open,,,N,Clyde,Autumn,6-UNKNOWN,U,,#N/A,,,,,3/12/2021,3/19/2021,3/7/2021,,Email
Comment,Q08032020.0200006,12 - Employment Charge,8/3/2020,,,,DONS,"Haag, Brayan","Sanchez, Alessandro",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Fort Worth,Snow White,6-UNKNOWN,U,Austin,#N/A,Applicant,9/3/2020,,9/2/2020,8/3/2020,9/10/2020,8/3/2020,,PPON Portal
Comment,Q08282020.0200010,12 - Employment Charge,8/27/2020,,,,DONS,"Haag, Brayan","Walsh, Zack",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,Dirty Harry,2-BLACK,F,Houston,#N/A,Employee,10/5/2020,,10/3/2020,8/28/2020,10/13/2020,8/28/2020,,PPON Portal
Comment,Q02052021.0200004,11 - Employment Discrimination Complaint,2/4/2021,,,,DONS,"Jevon Wisoky, Ms.","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Rosenberg,Blondie,2-BLACK,F,Resenberg,#N/A,,,,,2/5/2021,2/16/2021,2/4/2021,,Email
Comment,Q02102021.0200009,51 - Administrative Complaint,2/10/2021,,,,DONS,"Jevon Wisoky, Ms.","Sanchez, Alessandro",N,REGION 03,N,,Open,,,N,Dallas,Thor,2-BLACK,F,Dallas,#N/A,,,,,2/10/2021,2/17/2021,2/10/2021,,Email
Comment,Q03252021.0200004,11 - Employment Discrimination Complaint,3/24/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Nunez, Nikolai",N,REGION 02,N,,Open,,,N,Witchita Falls,Belle,1-WHITE,F,Withita Falls,#N/A,,,,,3/25/2021,4/1/2021,3/24/2021,,Email
Comment,Q03252021.0200007,11 - Employment Discrimination Complaint,3/24/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Walls, Rey",N,REGION 02,N,,Open,,,N,Witchita Falls,Belle,1-WHITE,F,Witchita Falls,#N/A,,,,,3/25/2021,4/1/2021,3/24/2021,,Email
Comment,Q03292021.0200001,12 - Employment Charge,3/26/2021,,,,DONS,"Reynolds, Maia","Walsh, Zack",N,REGION 06,N,,Open,,,N,Huntsville,Dingo,1-WHITE,F,Conroe,#N/A,Employee,,,5/5/2021,3/29/2021,4/26/2021,3/29/2021,,PPON Portal
Comment,Q06162020.0200019,12 - Employment Charge,6/16/2020,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Mr. Clean,1-WHITE,F,Austin,#N/A,Employee,7/30/2020,,7/30/2020,6/16/2020,8/6/2020,6/16/2020,,PPON Portal
Comment,Q09112020.0200009,12 - Employment Charge,9/10/2020,,,,ZIMZ,"Haag, Brayan","Rangel, Jamir",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Rosenberg,Autumn,6-UNKNOWN,U,Rosenberg,#N/A,Employee,10/9/2020,,10/10/2020,9/11/2020,10/16/2020,9/11/2020,,PPON Portal
Comment,Q11022020.0200001,12 - Employment Charge,10/30/2020,,,,ZIMZ,"Reynolds, Maia","Brewer, Sincere",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Crumbles,1-WHITE,F,Austin,#N/A,Employee,1/7/2021,,1/8/2021,11/2/2020,1/14/2021,11/2/2020,,PPON Portal
Comment,Q11022020.0200003,12 - Employment Charge,11/2/2020,,,,ZIMZ,"Reynolds, Maia","Osborne, Kaiya",N,REGION 08,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,San Antonio,Hulk,3-HISPANIC,F,San Antonio,#N/A,Employee,12/2/2020,,12/2/2020,11/2/2020,12/9/2020,11/2/2020,,PPON Portal
Comment,Q06292020.0200004,26 - SIMS   Complaint,6/17/2020,,,,ZIMZ,"Bashirian, Houston","Johnson, Jesus",N,REGION 08,N,Y,Open,,,N,"San Antonio, TX",Autumn,6-UNKNOWN,U,,AABC,,1/1/1900,,1/1/1900,6/29/2020,7/6/2020,6/17/2020,,Phone
